-0.19172,0.42997,-1
-0.98727,-1.3991,1
-3.5175,-1.8374,1
-0.40767,0.10817,1
2.3994,1.6789,-1
-2.8756,-2.6757,1
-2.7435,-2.3366,1
0.96105,2.1104,-1
3.5024,-4.6844,1
-2.8374,-6.0338,1
1.7863,1.3237,-1
1.6443,0.43409,-1
-5.6982,-5.5677,1
-1.8582,-4.9894,1
-5.4622,-1.316,1
0.36781,2.3488,-1
1.8613,0.83676,-1
0.57966,0.75708,-1
-3.1688,0.12757,1
-5.3873,-3.4708,1
-2.6333,-4.3896,1
-4.7537,-1.3793,1
0.89316,-1.7214,1
3.0162,-0.50142,-1
-3.0147,-0.36899,1
-1.6932,-1.6972,1
-0.081923,1.1868,-1
-2.0176,-6.1135,1
-3.624,-3.9573,1
-0.93492,-1.4217,1
1.1014,-8.2172,1
0.50219,-6.3512,1
-0.011993,-7.2619,1
1.0588,-3.2589,1
0.88686,2.8164,-1
-4.1488,-0.65561,1
1.3855,1.996,-1
0.0076761,-2.7664,1
1.2111,1.9732,-1
-0.42991,-0.81652,1
-1.1001,-5.3341,1
1.3688,2.4299,-1
-2.5252,-2.7984,1
1.5998,-1.711,1
-1.9053,-4.4134,1
2.0049,0.11652,-1
2.1328,0.27396,1
3.4928,-6.9126,1
-1.6696,-1.7087,1
-0.2741,-2.4826,1
-2.574,-1.9595,1
0.13098,-3.5214,1
0.27567,-2.7015,1
1.6476,0.79449,-1
1.232,-3.5459,1
-2.2039,-0.010874,1
0.038229,0.82762,-1
1.7509,1.2152,-1
1.1223,-5.8168,1
-4.0324,-6.7381,1
-0.83494,-3.0853,1
-1.475,-2.0734,1
1.4479,-4.0063,1
-2.3571,-2.5283,1
-0.19891,0.50389,-1
-1.9137,-5.1669,1
-1.3828,-2.1962,1
1.0948,2.2198,-1
-0.29636,-2.0059,1
-2.4341,-2.9022,1
-1.8097,-2.4751,1
-2.3928,-2.8681,1
-0.63189,1.5289,-1
-0.1668,0.51731,-1
0.7462,-1.694,1
0.070124,3.2134,1
-2.6972,-4.5467,1
-2.7941,-1.2144,1
-1.0406,-3.1056,1
-3.1253,-4.9408,1
-2.2791,-2.0891,1
0.053989,-3.9056,1
-1.6091,-3.5794,1
1.0631,-3.2161,1
-1.703,-4.1288,1
-1.2215,-3.7926,1
-6.2294,-1.9629,1
-0.91903,-6.0796,1
-0.68963,-2.7806,1
-1.4834,-3.5101,1
-1.4499,0.42961,1
2.3271,3.1535,-1
-1.7757,-2.4135,1
0.92453,-3.0288,1
1.134,1.7698,-1
0.19561,-3.0179,1
-4.1464,0.53881,1
0.39919,-2.6376,1
-0.28787,-2.6541,1
1.7481,0.94028,-1
2.1125,-4.021,1
-5.6609,-2.0681,1
-1.605,-6.0679,1
-0.13691,-6.2145,1
-3.5713,-5.933,1
-0.065245,-1.2243,1
-1.8587,-1.4389,1
2.1747,-2.091,1
-1.7874,-1.5497,1
0.60602,1.6711,-1
-2.0698,-4.5156,1
1.9483,2.0117,-1
1.4419,0.84574,-1
0.98906,2.628,-1
0.41895,-4.0084,1
-1.3224,-3.9438,1
-3.123,-3.2552,1
-0.53395,-6.8026,1
-1.0022,0.30877,1
-4.1699,-2.3425,1
0.78343,0.96647,-1
0.40087,-3.522,1
4.3662,-4.8225,1
-4.5384,-0.20778,1
1.3889,1.969,-1
0.11389,-1.7387,1
1.6957,0.80363,-1
3.3499,-3.0347,1
0.12534,-2.9343,1
0.98479,0.26446,-1
-0.074995,-4.9552,1
4.0936,-4.7934,1
-1.0698,-2.2061,1
2.6815,1.7745,-1
-0.48814,-3.1822,1
-0.37276,-3.1367,1
0.86936,-2.9679,1
0.22729,-4.2351,1
0.90821,-4.393,1
-2.9842,-6.2229,1
0.42193,1.2412,-1
3.0449,1.4527,-1
-1.877,-0.79518,1
-2.6699,-1.1324,1
-2.0398,-1.2174,1
0.41274,-2.9851,1
-3.9677,-3.8847,1
-0.71835,-0.0025708,-1
1.9026,-0.21631,1
-0.016734,-3.7965,1
-1.6228,-7.2722,1
-3.4704,-2.0132,1
-0.67085,-1.3293,-1
0.77305,-4.9291,1
-2.8643,-5.2467,1
0.38084,1.1813,-1
-3.3636,2.2087,1
1.0361,1.1561,-1
-0.95372,-6.2819,1
-5.6054,2.2221,1
0.82168,-2.1987,1
-1.4473,-2.9553,1
1.3506,0.014773,-1
-1.7438,-3.4334,1
0.34943,1.9958,-1
-1.6268,-0.84804,1
-0.38143,-2.5431,1
-0.55654,-4.181,1
1.3182,-1.9976,1
0.16593,1.9441,-1
-2.1242,-3.0932,1
-1.1691,-2.6823,1
1.0019,0.31592,-1
-2.1745,-4.4221,1
-5.4581,-2.5998,1
-1.308,-1.8122,1
0.59575,0.905,-1
0.35404,1.9143,-1
-1.8206,-4.2103,1
-0.65708,-3.0338,1
-6.5666,-2.2237,1
-3.0442,-2.4894,1
0.02995,-0.033449,-1
-2.6945,-1.4706,1
-0.32364,-2.9274,1
1.9294,0.041784,-1
1.2745,1.1888,-1
-0.83463,-1.4896,1
-1.5517,-4.6797,1
0.46571,-6.4386,1
1.8757,-2.2604,1
-3.1253,-4.0131,1
-0.42185,-2.7187,1
1.881,-1.0649,1
-1.3443,-0.6478,1
0.20868,-3.0605,1
-4.2614,-4.5159,1
1.0056,1.4187,-1
-5.4757,-2.6202,1
-0.26798,-2.002,1
2.6634,1.6976,-1
-3.8891,-3.8215,1
-4.0234,-4.2784,1
1.3726,-0.34364,1
2.0987,2.4937,-1
2.114,-4.8966,1
-1.4012,-3.6848,1
1.2496,1.2088,-1
-1.9843,-8.4107,1
-0.38725,-0.78594,1
-1.5378,-2.7864,1
0.99317,2.9182,-1
0.24177,1.3157,-1
0.213,0.53742,-1
1.5687,-0.021425,-1
1.612,-0.036679,-1
-0.0099708,-1.8723,1
-1.8498,-2.9092,1
0.44182,1.9057,-1
2.16,-5.5015,1
-0.21968,-5.1706,1
0.11202,2.986,-1
2.0743,-3.6463,1
3.325,-3.9206,1
-3.6133,-3.116,1
-2.9995,-2.3962,1
-0.9175,-0.42144,1
1.3665,1.9882,-1
0.066079,0.86711,-1
1.4754,2.9716,-1
0.0014994,-3.3116,1
-1.1735,-3.1799,1
4.7194,-3.3246,1
1.7195,2.3684,-1
-3.3766,-6.8921,1
-0.3639,-4.6061,1
-0.64911,0.82346,-1
-1.0504,-3.8124,1
-2.7977,-2.0142,1
1.3364,1.3197,-1
0.73248,-4.8731,1
-2.9302,-4.4564,1
0.16056,0.046589,1
-1.2634,-0.82011,1
3.6153,2.2348,-1
0.9017,-1.067,1
1.6229,-0.62788,1
0.88642,2.776,-1
